hlpi_name,series_ref,date,quarter,hlpi,nzhec,nzhec_name,nzhec_short,level,index,change.q,change.a
Expenditure quintile 3,HPIQ.SEQ3101,2010/4,2010Q2,expq3,10.1,Early childhood education,Early childhood education,subgroup,818,0.7,2.2
Expenditure quintile 4,HPIQ.SEQ4101,2010/4,2010Q2,expq4,10.1,Early childhood education,Early childhood education,subgroup,830,0.7,2.1
Expenditure quintile 5 (high),HPIQ.SEQ5101,2010/4,2010Q2,expq5,10.1,Early childhood education,Early childhood education,subgroup,823,0.5,1.9
M\u0101ori,HPIQ.SMAO101,2010/4,2010Q2,maori,10.1,Early childhood education,Early childhood education,subgroup,826,0.4,1.8
Superannuitant,HPIQ.SSUP101,2010/4,2010Q2,super,10.1,Early childhood education,Early childhood education,subgroup,608,0,1
All households,HPIQ.SALL102,2010/4,2010Q2,allhh,10.2,Primary and secondary education,Primary/secondary education,subgroup,848,0,3.3
Beneficiary,HPIQ.SBEN102,2010/4,2010Q2,benef,10.2,Primary and secondary education,Primary/secondary education,subgroup,855,0,3.4
Income quintile 1 (low),HPIQ.SIQ1102,2010/4,2010Q2,disq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,843,0,3.3
Income quintile 2,HPIQ.SIQ2102,2010/4,2010Q2,disq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,860,0,3.2
Income quintile 3,HPIQ.SIQ3102,2010/4,2010Q2,disq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,846,0,3.2
Income quintile 4,HPIQ.SIQ4102,2010/4,2010Q2,disq4,10.2,Primary and secondary education,Primary/secondary education,subgroup,845,0,2.9
Income quintile 5 (high),HPIQ.SIQ5102,2010/4,2010Q2,disq5,10.2,Primary and secondary education,Primary/secondary education,subgroup,844,0,3.7
Expenditure quintile 1 (low),HPIQ.SEQ1102,2010/4,2010Q2,expq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,859,0,3.5
Expenditure quintile 2,HPIQ.SEQ2102,2010/4,2010Q2,expq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,851,0,3
Expenditure quintile 3,HPIQ.SEQ3102,2010/4,2010Q2,expq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,849,0,3.3
Expenditure quintile 4,HPIQ.SEQ4102,2010/4,2010Q2,expq4,10.2,Primary and secondary education,Primary/secondary education,subgroup,857,0,3.5
Expenditure quintile 5 (high),HPIQ.SEQ5102,2010/4,2010Q2,expq5,10.2,Primary and secondary education,Primary/secondary education,subgroup,838,0,3.3
M\u0101ori,HPIQ.SMAO102,2010/4,2010Q2,maori,10.2,Primary and secondary education,Primary/secondary education,subgroup,847,0,3.2
Superannuitant,HPIQ.SSUP102,2010/4,2010Q2,super,10.2,Primary and secondary education,Primary/secondary education,subgroup,852,0,2.8
All households,HPIQ.SALL103,2010/4,2010Q2,allhh,10.3,Tertiary and other post school education,Tertiary education,subgroup,844,0,6.3
Beneficiary,HPIQ.SBEN103,2010/4,2010Q2,benef,10.3,Tertiary and other post school education,Tertiary education,subgroup,849,0,5.9
Income quintile 1 (low),HPIQ.SIQ1103,2010/4,2010Q2,disq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,844,0,6.6
Income quintile 2,HPIQ.SIQ2103,2010/4,2010Q2,disq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,844,0,6.4
Income quintile 3,HPIQ.SIQ3103,2010/4,2010Q2,disq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,855,0,5.8
Income quintile 4,HPIQ.SIQ4103,2010/4,2010Q2,disq4,10.3,Tertiary and other post school education,Tertiary education,subgroup,842,0,6.4
Income quintile 5 (high),HPIQ.SIQ5103,2010/4,2010Q2,disq5,10.3,Tertiary and other post school education,Tertiary education,subgroup,838,0,6.1
Expenditure quintile 1 (low),HPIQ.SEQ1103,2010/4,2010Q2,expq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,853,0,3
Expenditure quintile 2,HPIQ.SEQ2103,2010/4,2010Q2,expq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,848,0,6.5
Expenditure quintile 3,HPIQ.SEQ3103,2010/4,2010Q2,expq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,849,0,6.1
Expenditure quintile 4,HPIQ.SEQ4103,2010/4,2010Q2,expq4,10.3,Tertiary and other post school education,Tertiary education,subgroup,841,0,6.3
Expenditure quintile 5 (high),HPIQ.SEQ5103,2010/4,2010Q2,expq5,10.3,Tertiary and other post school education,Tertiary education,subgroup,840,0,6.5
M\u0101ori,HPIQ.SMAO103,2010/4,2010Q2,maori,10.3,Tertiary and other post school education,Tertiary education,subgroup,865,0,6.3
Superannuitant,HPIQ.SSUP103,2010/4,2010Q2,super,10.3,Tertiary and other post school education,Tertiary education,subgroup,843,0,3.2
All households,HPIQ.SALL104,2010/4,2010Q2,allhh,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Beneficiary,HPIQ.SBEN104,2010/4,2010Q2,benef,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Income quintile 1 (low),HPIQ.SIQ1104,2010/4,2010Q2,disq1,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Income quintile 2,HPIQ.SIQ2104,2010/4,2010Q2,disq2,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Income quintile 3,HPIQ.SIQ3104,2010/4,2010Q2,disq3,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Income quintile 4,HPIQ.SIQ4104,2010/4,2010Q2,disq4,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Income quintile 5 (high),HPIQ.SIQ5104,2010/4,2010Q2,disq5,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Expenditure quintile 1 (low),HPIQ.SEQ1104,2010/4,2010Q2,expq1,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Expenditure quintile 2,HPIQ.SEQ2104,2010/4,2010Q2,expq2,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Expenditure quintile 3,HPIQ.SEQ3104,2010/4,2010Q2,expq3,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Expenditure quintile 4,HPIQ.SEQ4104,2010/4,2010Q2,expq4,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Expenditure quintile 5 (high),HPIQ.SEQ5104,2010/4,2010Q2,expq5,10.4,Other educational fees,Other education,subgroup,895,0,0.9
M\u0101ori,HPIQ.SMAO104,2010/4,2010Q2,maori,10.4,Other educational fees,Other education,subgroup,895,0,0.9
Superannuitant,HPIQ.SSUP104,2010/4,2010Q2,super,10.4,Other educational fees,Other education,subgroup,895,0,0.9
All households,HPIQ.SALL11,2010/4,2010Q2,allhh,11,Miscellaneous goods and services,Miscellaneous,group,848,0.8,2
Beneficiary,HPIQ.SBEN11,2010/4,2010Q2,benef,11,Miscellaneous goods and services,Miscellaneous,group,862,0.6,1.2
Income quintile 1 (low),HPIQ.SIQ111,2010/4,2010Q2,disq1,11,Miscellaneous goods and services,Miscellaneous,group,815,0.6,2.4
Income quintile 2,HPIQ.SIQ211,2010/4,2010Q2,disq2,11,Miscellaneous goods and services,Miscellaneous,group,839,0.7,2.2
Income quintile 3,HPIQ.SIQ311,2010/4,2010Q2,disq3,11,Miscellaneous goods and services,Miscellaneous,group,858,0.8,1.7
Income quintile 4,HPIQ.SIQ411,2010/4,2010Q2,disq4,11,Miscellaneous goods and services,Miscellaneous,group,855,1.2,1.8
Income quintile 5 (high),HPIQ.SIQ511,2010/4,2010Q2,disq5,11,Miscellaneous goods and services,Miscellaneous,group,862,0.9,1.9
Expenditure quintile 1 (low),HPIQ.SEQ111,2010/4,2010Q2,expq1,11,Miscellaneous goods and services,Miscellaneous,group,804,0.5,2.3
Expenditure quintile 2,HPIQ.SEQ211,2010/4,2010Q2,expq2,11,Miscellaneous goods and services,Miscellaneous,group,853,0.8,2
Expenditure quintile 3,HPIQ.SEQ311,2010/4,2010Q2,expq3,11,Miscellaneous goods and services,Miscellaneous,group,859,0.9,1.7
Expenditure quintile 4,HPIQ.SEQ411,2010/4,2010Q2,expq4,11,Miscellaneous goods and services,Miscellaneous,group,853,1.1,1.8
Expenditure quintile 5 (high),HPIQ.SEQ511,2010/4,2010Q2,expq5,11,Miscellaneous goods and services,Miscellaneous,group,862,0.9,1.9
M\u0101ori,HPIQ.SMAO11,2010/4,2010Q2,maori,11,Miscellaneous goods and services,Miscellaneous,group,884,0.6,0.9
Superannuitant,HPIQ.SSUP11,2010/4,2010Q2,super,11,Miscellaneous goods and services,Miscellaneous,group,792,1.4,3.8
All households,HPIQ.SALL111,2010/4,2010Q2,allhh,11.1,Personal care,Personal care,subgroup,964,-0.3,-0.8
Beneficiary,HPIQ.SBEN111,2010/4,2010Q2,benef,11.1,Personal care,Personal care,subgroup,985,-1,-2.7
Income quintile 1 (low),HPIQ.SIQ1111,2010/4,2010Q2,disq1,11.1,Personal care,Personal care,subgroup,971,-0.5,-1.7
Income quintile 2,HPIQ.SIQ2111,2010/4,2010Q2,disq2,11.1,Personal care,Personal care,subgroup,973,-0.6,-1.1
Income quintile 3,HPIQ.SIQ3111,2010/4,2010Q2,disq3,11.1,Personal care,Personal care,subgroup,965,-0.2,-1
Income quintile 4,HPIQ.SIQ4111,2010/4,2010Q2,disq4,11.1,Personal care,Personal care,subgroup,958,-0.3,-0.6
Income quintile 5 (high),HPIQ.SIQ5111,2010/4,2010Q2,disq5,11.1,Personal care,Personal care,subgroup,957,0.1,0.3
Expenditure quintile 1 (low),HPIQ.SEQ1111,2010/4,2010Q2,expq1,11.1,Personal care,Personal care,subgroup,969,-0.6,-1.7
Expenditure quintile 2,HPIQ.SEQ2111,2010/4,2010Q2,expq2,11.1,Personal care,Personal care,subgroup,973,-0.4,-1
Expenditure quintile 3,HPIQ.SEQ3111,2010/4,2010Q2,expq3,11.1,Personal care,Personal care,subgroup,969,-0.4,-0.8
Expenditure quintile 4,HPIQ.SEQ4111,2010/4,2010Q2,expq4,11.1,Personal care,Personal care,subgroup,960,0,-0.5
Expenditure quintile 5 (high),HPIQ.SEQ5111,2010/4,2010Q2,expq5,11.1,Personal care,Personal care,subgroup,954,0,0.1
M\u0101ori,HPIQ.SMAO111,2010/4,2010Q2,maori,11.1,Personal care,Personal care,subgroup,976,-0.6,-1.4
Superannuitant,HPIQ.SSUP111,2010/4,2010Q2,super,11.1,Personal care,Personal care,subgroup,952,0.1,0.2
All households,HPIQ.SALL113,2010/4,2010Q2,allhh,11.3,Personal effects,Personal effects,subgroup,947,-0.1,2.9
Beneficiary,HPIQ.SBEN113,2010/4,2010Q2,benef,11.3,Personal effects,Personal effects,subgroup,969,0.3,3.3
Income quintile 1 (low),HPIQ.SIQ1113,2010/4,2010Q2,disq1,11.3,Personal effects,Personal effects,subgroup,937,0.3,3.1
Income quintile 2,HPIQ.SIQ2113,2010/4,2010Q2,disq2,11.3,Personal effects,Personal effects,subgroup,924,-0.2,2.7
Income quintile 3,HPIQ.SIQ3113,2010/4,2010Q2,disq3,11.3,Personal effects,Personal effects,subgroup,968,-0.1,2.8
Income quintile 4,HPIQ.SIQ4113,2010/4,2010Q2,disq4,11.3,Personal effects,Personal effects,subgroup,957,-0.1,3
Income quintile 5 (high),HPIQ.SIQ5113,2010/4,2010Q2,disq5,11.3,Personal effects,Personal effects,subgroup,941,-0.7,3.1
Expenditure quintile 1 (low),HPIQ.SEQ1113,2010/4,2010Q2,expq1,11.3,Personal effects,Personal effects,subgroup,924,-0.3,3.2
Expenditure quintile 2,HPIQ.SEQ2113,2010/4,2010Q2,expq2,11.3,Personal effects,Personal effects,subgroup,930,-0.1,3
Expenditure quintile 3,HPIQ.SEQ3113,2010/4,2010Q2,expq3,11.3,Personal effects,Personal effects,subgroup,970,0.3,2.6
Expenditure quintile 4,HPIQ.SEQ4113,2010/4,2010Q2,expq4,11.3,Personal effects,Personal effects,subgroup,953,-0.3,3.1
Expenditure quintile 5 (high),HPIQ.SEQ5113,2010/4,2010Q2,expq5,11.3,Personal effects,Personal effects,subgroup,943,-0.4,2.6
M\u0101ori,HPIQ.SMAO113,2010/4,2010Q2,maori,11.3,Personal effects,Personal effects,subgroup,927,-0.3,2.7
Superannuitant,HPIQ.SSUP113,2010/4,2010Q2,super,11.3,Personal effects,Personal effects,subgroup,935,0.1,2
All households,HPIQ.SALL114,2010/4,2010Q2,allhh,11.4,Insurance,Insurance,subgroup,771,2,3.9
Beneficiary,HPIQ.SBEN114,2010/4,2010Q2,benef,11.4,Insurance,Insurance,subgroup,738,1.8,3.5
Income quintile 1 (low),HPIQ.SIQ1114,2010/4,2010Q2,disq1,11.4,Insurance,Insurance,subgroup,710,1.6,4.6
Income quintile 2,HPIQ.SIQ2114,2010/4,2010Q2,disq2,11.4,Insurance,Insurance,subgroup,749,1.6,4.2
Income quintile 3,HPIQ.SIQ3114,2010/4,2010Q2,disq3,11.4,Insurance,Insurance,subgroup,783,2,4.1
Income quintile 4,HPIQ.SIQ4114,2010/4,2010Q2,disq4,11.4,Insurance,Insurance,subgroup,785,2.5,3.8
Income quintile 5 (high),HPIQ.SIQ5114,2010/4,2010Q2,disq5,11.4,Insurance,Insurance,subgroup,808,1.9,3.2
Expenditure quintile 1 (low),HPIQ.SEQ1114,2010/4,2010Q2,expq1,11.4,Insurance,Insurance,subgroup,704,1.3,4.5
Expenditure quintile 2,HPIQ.SEQ2114,2010/4,2010Q2,expq2,11.4,Insurance,Insurance,subgroup,770,1.7,4.1
Expenditure quintile 3,HPIQ.SEQ3114,2010/4,2010Q2,expq3,11.4,Insurance,Insurance,subgroup,786,2.1,3.8
Expenditure quintile 4,HPIQ.SEQ4114,2010/4,2010Q2,expq4,11.4,Insurance,Insurance,subgroup,782,2.2,3.7
Expenditure quintile 5 (high),HPIQ.SEQ5114,2010/4,2010Q2,expq5,11.4,Insurance,Insurance,subgroup,805,2.2,3.7
M\u0101ori,HPIQ.SMAO114,2010/4,2010Q2,maori,11.4,Insurance,Insurance,subgroup,807,1.9,3.3
Superannuitant,HPIQ.SSUP114,2010/4,2010Q2,super,11.4,Insurance,Insurance,subgroup,714,2.3,5.3
All households,HPIQ.SALL115,2010/4,2010Q2,allhh,11.5,Credit services,Credit services,subgroup,929,-0.6,-10.8
Beneficiary,HPIQ.SBEN115,2010/4,2010Q2,benef,11.5,Credit services,Credit services,subgroup,934,-1.2,-12.2
Income quintile 1 (low),HPIQ.SIQ1115,2010/4,2010Q2,disq1,11.5,Credit services,Credit services,subgroup,930,-1.1,-11.2
Income quintile 2,HPIQ.SIQ2115,2010/4,2010Q2,disq2,11.5,Credit services,Credit services,subgroup,931,-0.6,-12.3
Income quintile 3,HPIQ.SIQ3115,2010/4,2010Q2,disq3,11.5,Credit services,Credit services,subgroup,930,-0.9,-11.5
Income quintile 4,HPIQ.SIQ4115,2010/4,2010Q2,disq4,11.5,Credit services,Credit services,subgroup,928,-0.5,-10.5
Income quintile 5 (high),HPIQ.SIQ5115,2010/4,2010Q2,disq5,11.5,Credit services,Credit services,subgroup,925,-0.4,-9.3
Expenditure quintile 1 (low),HPIQ.SEQ1115,2010/4,2010Q2,expq1,11.5,Credit services,Credit services,subgroup,930,-0.5,-12.3
Expenditure quintile 2,HPIQ.SEQ2115,2010/4,2010Q2,expq2,11.5,Credit services,Credit services,subgroup,931,-1.1,-11.3
Expenditure quintile 3,HPIQ.SEQ3115,2010/4,2010Q2,expq3,11.5,Credit services,Credit services,subgroup,929,-0.5,-11.1
Expenditure quintile 4,HPIQ.SEQ4115,2010/4,2010Q2,expq4,11.5,Credit services,Credit services,subgroup,924,-0.5,-9.8
Expenditure quintile 5 (high),HPIQ.SEQ5115,2010/4,2010Q2,expq5,11.5,Credit services,Credit services,subgroup,929,-0.7,-9.6
M\u0101ori,HPIQ.SMAO115,2010/4,2010Q2,maori,11.5,Credit services,Credit services,subgroup,930,-0.5,-11.8
Superannuitant,HPIQ.SSUP115,2010/4,2010Q2,super,11.5,Credit services,Credit services,subgroup,923,-0.3,-7.8
All households,HPIQ.SALL116,2010/4,2010Q2,allhh,11.6,Other miscellaneous services,Miscellaneous services,subgroup,907,0.6,3.8
Beneficiary,HPIQ.SBEN116,2010/4,2010Q2,benef,11.6,Other miscellaneous services,Miscellaneous services,subgroup,949,0.5,4.2
Income quintile 1 (low),HPIQ.SIQ1116,2010/4,2010Q2,disq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,895,0.6,4.3
Income quintile 2,HPIQ.SIQ2116,2010/4,2010Q2,disq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,950,0.5,3.9
Income quintile 3,HPIQ.SIQ3116,2010/4,2010Q2,disq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,910,0.6,3.8
Income quintile 4,HPIQ.SIQ4116,2010/4,2010Q2,disq4,11.6,Other miscellaneous services,Miscellaneous services,subgroup,896,0.4,3.5
Income quintile 5 (high),HPIQ.SIQ5116,2010/4,2010Q2,disq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,903,0.3,3.2
Expenditure quintile 1 (low),HPIQ.SEQ1116,2010/4,2010Q2,expq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,905,0.6,4.3
Expenditure quintile 2,HPIQ.SEQ2116,2010/4,2010Q2,expq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,914,0.6,4
Expenditure quintile 3,HPIQ.SEQ3116,2010/4,2010Q2,expq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,931,0.4,3.7
Expenditure quintile 4,HPIQ.SEQ4116,2010/4,2010Q2,expq4,11.6,Other miscellaneous services,Miscellaneous services,subgroup,893,0.3,3.4
Expenditure quintile 5 (high),HPIQ.SEQ5116,2010/4,2010Q2,expq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,890,0.5,3.1
M\u0101ori,HPIQ.SMAO116,2010/4,2010Q2,maori,11.6,Other miscellaneous services,Miscellaneous services,subgroup,903,0.4,3.8
Superannuitant,HPIQ.SSUP116,2010/4,2010Q2,super,11.6,Other miscellaneous services,Miscellaneous services,subgroup,894,0.6,4.2
All households,HPIQ.SALL13,2010/4,2010Q2,allhh,13,Other expenditure,Interest,group,983,-1.6,-8
Beneficiary,HPIQ.SBEN13,2010/4,2010Q2,benef,13,Other expenditure,Interest,group,999,-1.6,-8.2
Income quintile 1 (low),HPIQ.SIQ113,2010/4,2010Q2,disq1,13,Other expenditure,Interest,group,977,-1.5,-7.3
Income quintile 2,HPIQ.SIQ213,2010/4,2010Q2,disq2,13,Other expenditure,Interest,group,988,-1.5,-7.5
Income quintile 3,HPIQ.SIQ313,2010/4,2010Q2,disq3,13,Other expenditure,Interest,group,979,-1.7,-8
Income quintile 4,HPIQ.SIQ413,2010/4,2010Q2,disq4,13,Other expenditure,Interest,group,986,-1.8,-8.3
Income quintile 5 (high),HPIQ.SIQ513,2010/4,2010Q2,disq5,13,Other expenditure,Interest,group,979,-1.7,-8.1
Expenditure quintile 1 (low),HPIQ.SEQ113,2010/4,2010Q2,expq1,13,Other expenditure,Interest,group,991,-1.3,-6.7
Expenditure quintile 2,HPIQ.SEQ213,2010/4,2010Q2,expq2,13,Other expenditure,Interest,group,986,-1.5,-7.2
Expenditure quintile 3,HPIQ.SEQ313,2010/4,2010Q2,expq3,13,Other expenditure,Interest,group,979,-1.6,-7.8
Expenditure quintile 4,HPIQ.SEQ413,2010/4,2010Q2,expq4,13,Other expenditure,Interest,group,982,-1.7,-8.1
Expenditure quintile 5 (high),HPIQ.SEQ513,2010/4,2010Q2,expq5,13,Other expenditure,Interest,group,980,-1.8,-8.4
M\u0101ori,HPIQ.SMAO13,2010/4,2010Q2,maori,13,Other expenditure,Interest,group,987,-1.6,-8.1
Superannuitant,HPIQ.SSUP13,2010/4,2010Q2,super,13,Other expenditure,Interest,group,932,-0.4,-1.5
All households,HPIQ.SALL131,2010/4,2010Q2,allhh,13.1,Interest payments,Interest,subgroup,983,-1.6,-8
Beneficiary,HPIQ.SBEN131,2010/4,2010Q2,benef,13.1,Interest payments,Interest,subgroup,999,-1.6,-8.2
Income quintile 1 (low),HPIQ.SIQ1131,2010/4,2010Q2,disq1,13.1,Interest payments,Interest,subgroup,977,-1.5,-7.3
Income quintile 2,HPIQ.SIQ2131,2010/4,2010Q2,disq2,13.1,Interest payments,Interest,subgroup,988,-1.5,-7.5
Income quintile 3,HPIQ.SIQ3131,2010/4,2010Q2,disq3,13.1,Interest payments,Interest,subgroup,979,-1.7,-8
Income quintile 4,HPIQ.SIQ4131,2010/4,2010Q2,disq4,13.1,Interest payments,Interest,subgroup,986,-1.8,-8.3
Income quintile 5 (high),HPIQ.SIQ5131,2010/4,2010Q2,disq5,13.1,Interest payments,Interest,subgroup,979,-1.7,-8.1
Expenditure quintile 1 (low),HPIQ.SEQ1131,2010/4,2010Q2,expq1,13.1,Interest payments,Interest,subgroup,991,-1.3,-6.7
Expenditure quintile 2,HPIQ.SEQ2131,2010/4,2010Q2,expq2,13.1,Interest payments,Interest,subgroup,986,-1.5,-7.2
Expenditure quintile 3,HPIQ.SEQ3131,2010/4,2010Q2,expq3,13.1,Interest payments,Interest,subgroup,979,-1.6,-7.8
Expenditure quintile 4,HPIQ.SEQ4131,2010/4,2010Q2,expq4,13.1,Interest payments,Interest,subgroup,982,-1.7,-8.1
Expenditure quintile 5 (high),HPIQ.SEQ5131,2010/4,2010Q2,expq5,13.1,Interest payments,Interest,subgroup,980,-1.8,-8.4
M\u0101ori,HPIQ.SMAO131,2010/4,2010Q2,maori,13.1,Interest payments,Interest,subgroup,987,-1.6,-8.1
Superannuitant,HPIQ.SSUP131,2010/4,2010Q2,super,13.1,Interest payments,Interest,subgroup,932,-0.4,-1.5
All households,HPIQ.SALLA,2010/4,2010Q2,allhh,A,All Groups,All groups,All groups,915,0.1,1.1
Beneficiary,HPIQ.SBENA,2010/4,2010Q2,benef,A,All Groups,All groups,All groups,905,0.4,1.3
Income quintile 1 (low),HPIQ.SIQ1A,2010/4,2010Q2,disq1,A,All Groups,All groups,All groups,898,0.2,1.6
Income quintile 2,HPIQ.SIQ2A,2010/4,2010Q2,disq2,A,All Groups,All groups,All groups,909,0.2,1.6
Income quintile 3,HPIQ.SIQ3A,2010/4,2010Q2,disq3,A,All Groups,All groups,All groups,919,0.1,1.1
Income quintile 4,HPIQ.SIQ4A,2010/4,2010Q2,disq4,A,All Groups,All groups,All groups,922,0.1,1
Income quintile 5 (high),HPIQ.SIQ5A,2010/4,2010Q2,disq5,A,All Groups,All groups,All groups,930,0.1,0.9
Expenditure quintile 1 (low),HPIQ.SEQ1A,2010/4,2010Q2,expq1,A,All Groups,All groups,All groups,893,0.2,1.8
Expenditure quintile 2,HPIQ.SEQ2A,2010/4,2010Q2,expq2,A,All Groups,All groups,All groups,908,0.2,1.5
Expenditure quintile 3,HPIQ.SEQ3A,2010/4,2010Q2,expq3,A,All Groups,All groups,All groups,919,0.2,1.1
Expenditure quintile 4,HPIQ.SEQ4A,2010/4,2010Q2,expq4,A,All Groups,All groups,All groups,926,0.1,0.9
Expenditure quintile 5 (high),HPIQ.SEQ5A,2010/4,2010Q2,expq5,A,All Groups,All groups,All groups,932,0.1,0.6
M\u0101ori,HPIQ.SMAOA,2010/4,2010Q2,maori,A,All Groups,All groups,All groups,915,0.4,1.2
Superannuitant,HPIQ.SSUPA,2010/4,2010Q2,super,A,All Groups,All groups,All groups,893,0.1,2.1
All households,HPIQ.SALL01,2010/7,2010Q3,allhh,1,Food,Food,group,952,2.5,0.3
Beneficiary,HPIQ.SBEN01,2010/7,2010Q3,benef,1,Food,Food,group,953,2.1,0.3
Income quintile 1 (low),HPIQ.SIQ101,2010/7,2010Q3,disq1,1,Food,Food,group,955,2.8,0.5
Income quintile 2,HPIQ.SIQ201,2010/7,2010Q3,disq2,1,Food,Food,group,951,2.5,0.2
Income quintile 3,HPIQ.SIQ301,2010/7,2010Q3,disq3,1,Food,Food,group,954,2.5,0.3
Income quintile 4,HPIQ.SIQ401,2010/7,2010Q3,disq4,1,Food,Food,group,951,2.4,0.1
